2,-4.47,-6.85,-2.05,7.91,4.31,2.38,2
1.19,1.87,0.45,11.1,15.03,13.93,7.1,-1.17
5.35,14.74,16.51,17,17.61,15.77,13.51,3.27
8.2,15.16,18.58,16.33,17.68,17.5,14.16,7.3
8.59,15.12,20.57,19.37,18.38,21.14,17.69,8.25
4.59,16.83,19.26,19.59,19.94,19.83,12.98,3.69
-0.14,10.6,14.54,16.84,14.9,12.4,6.3,-1.1
2,0.4,4.79,5.56,3.96,4,1.32,2
