1,2.45,1.16,1.18,1.19,1.3,4.34,1
2.38,1.11,1.13,1.22,1.24,1.24,1.2,4.99
1.2,1.25,1.24,1.24,1.26,1.23,1.24,1.55
1.16,1.24,1.28,1.22,1.26,1.26,1.22,1.26
1.17,1.23,1.32,1.31,1.27,1.35,1.32,1.34
1.33,1.31,1.32,1.3,1.31,1.34,1.23,1.87
4.55,1.31,1.25,1.3,1.25,1.21,1.35,8.78
1,5.23,1.63,1.19,1.2,1.87,10.36,1
