3,0.86,1.76,1.72,1.93,2.36,1.05,3
2.78,1.3,1.26,1.3,1.29,1.25,1.5,0.07
1.84,1.15,1.58,2.16,1.91,1.28,1.26,2.12
1.95,1.39,1.85,1.71,1.54,1.69,1.46,1.99
1.64,1.2,1.83,1.56,1.6,1.89,1.24,1.72
2.16,1.43,1.51,1.75,1.62,1.35,1.15,2.38
0.28,1.58,1.27,1.67,1.36,1.51,1.93,-2
3,-0.05,1.94,2.15,2.2,3.17,1.25,3
