1,1.89,1.01,0.94,0.95,1.06,3.12,1
1.97,0.95,0.96,0.95,0.93,0.94,0.95,3.75
0.98,0.96,0.94,0.95,0.93,0.93,0.94,1.28
0.98,0.96,0.95,0.93,0.92,0.93,0.94,0.96
0.94,0.95,0.95,0.94,0.93,0.94,0.94,1.01
1.1,0.97,0.95,0.94,0.93,0.94,0.94,1.5
3.44,0.99,0.96,0.96,0.94,0.95,1.06,6.27
1,4.01,1.24,0.95,1,1.5,7.92,1
